message;severity;node;stamp;topics;location
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.491576805";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.472332478";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.456456982";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.446852169";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.423706144";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.408159230";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.393682756";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.376393281";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.360276962";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.346467949";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.328048517";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.312646804";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.295691189";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.280883593";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.264132976";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.255301305";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.232901694";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.216581183";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.211484601";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.183795257";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.168106355";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.153468240";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.137646287";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.119492833";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.104166208";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.088100794";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.071770714";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.056232317";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.039803938";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.024299155";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628438.022876045";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.992392733";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.977690136";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.959975644";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.946480412";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.927823845";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.912425830";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.896517820";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.883487964";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.865028385";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.848286367";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.831577384";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.816127611";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.802390606";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.783283047";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.750921024";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.736680982";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.719198515";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.702842850";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.687789090";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.677818389";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.655786442";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.639045861";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.623823922";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.607794102";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.591858177";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.575659253";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.559651151";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.542776957";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.528474260";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.510786853";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.496552082";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.479563182";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.463896818";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.447192583";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.431639476";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.415214291";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.399635019";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.384222921";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.366874191";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.352552193";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.335784447";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.320044697";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.310285798";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.287143731";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.275439048";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.255562296";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.240211605";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.223728252";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.206971640";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.191489870";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.175986370";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.160436060";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.145107359";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.130189705";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.110920241";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.079445173";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.063808465";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.046292115";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.032628224";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.014664249";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628437.003168081";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.983848289";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.967286895";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.950578619";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.935949993";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.918137362";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.906648816";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.886417579";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.873934978";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.855034562";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.838121535";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.822418500";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim";"1676628436.811114020";"/rosout,/turtle1/color_sensor,/turtle1/pose";"/tmp/binarydeb/ros-noetic-turtlesim-0.10.2/src/turtle.cpp:Turtle::update:169"
